"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"hsa-miR-200a-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-200a-5p",0.1,0.1,0.1,0.1,0.1,3.54304466666667,8.064111,7.70745433333333,7.60166133333333,0.1,1.61674266666667,0.1,6.70820566666667,7.138168,0.1,0.1,5.22136766666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-200b-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.51553866666667,0.1,47.5983536666667,41.3238996666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.3379426666667,0.1,0.1,0.1,21.117586,18.268504,0.1
"hsa-miR-200b-5p",0.1,0.1,0.1,0.1,0.1,0.1,1.603319,0.799308333333333,0.729219666666667,0.1,0.1,0.1,0.1,0.1,0.1,4.09922266666667,0.438764666666667,0.1,0.1,0.1,1.853152,2.21795466666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-200c-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.0098863333333,11.0252363333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-200c-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.63594133333333,6.22585233333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-202-3p",45.24639,46.461634,48.1199126666667,66.27365,65.7808133333333,66.27365,74.8139366666667,73.1262233333333,74.3850833333333,32.1092673333333,33.155823,34.5249283333333,18.8039023333333,19.4077796666667,52.6017983333333,59.2289286666667,54.037878,38.9536076666667,38.3939373333333,29.501111,29.1079826666667,30.1825636666667,20.858372,19.9844976666667,21.117586,0.1,0.1,0.1,15.532733,0.1
"hsa-miR-202-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-203a",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-203b-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-203b-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-204-3p",0.1,0.1,0.1,0.1,5.91679366666667,5.955819,2.157791,1.40986233333333,0.1,0.1,2.278029,0.1,0.1,0.1,0.1,0.1,0.1,5.91679366666667,6.22585233333333,0.1,0.1,2.17614666666667,0.1,0.1,0.1,97.7872066666667,95.74105,116.624406666667,112.71333,110.49741
"hsa-miR-204-5p",0.1,0.1,0.1,191.512736666667,219.835596666667,210.778706666667,10.8946466666667,6.48303033333333,14.675915,0.1,0.1,0.1,0.1,0.1,61.0343033333333,49.4696903333333,48.1199126666667,324.085443333333,368.829336666667,0.1,3.26611166666667,3.366988,164.517776666667,185.803406666667,194.30967,3873.214,3873.214,3873.214,3873.214,3873.214
"hsa-miR-205-3p",67.1382133333333,43.5270713333333,73.1262233333333,0.1,0.1,0.1,1.92376566666667,3.42702666666667,0.1,107.123873333333,96.8160533333333,107.123873333333,167.229703333333,233.791256666667,0.1,0.1,4.005611,80.43092,45.24639,53.630894,44.876574,40.705439,103.419106666667,79.67572,73.1262233333333,0.1,0.1,0.1,0.1,0.1
"hsa-miR-205-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2052",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2053",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-206",71.1217266666667,63.99786,57.6056606666667,117.88516,152.603986666667,146.57415,14.12946,15.1253656666667,11.905282,104.62265,112.71333,103.419106666667,482.067033333333,502.318933333333,0.1,0.1,0.760760666666667,20.5174816666667,12.8196283333333,74.8139366666667,67.65565,61.6696566666667,59.2289286666667,49.0188543333333,55.6458773333333,0.1,0.1,0.1,0.1,0.1
"hsa-miR-208a",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-208b",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-20a-3p",0.1,0.1,0.1,9.494064,7.19290333333333,8.00533333333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.44429833333333,8.254155,3.037357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-20a-5p",206.752196666667,226.95835,204.041036666667,4613.77333333333,7886.354,7886.354,416.105786666667,405.729466666667,397.158366666667,62.2442433333333,67.1382133333333,58.6235996666667,2.17614666666667,3.06770333333333,4051.796,4051.796,3873.214,663.971733333333,701.9895,256.390536666667,233.791256666667,269.976813333333,885.5029,863.832266666667,885.5029,206.752196666667,204.041036666667,256.390536666667,200.641593333333,197.541783333333
"hsa-miR-20b-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-20b-5p",36.5467053333333,39.9403293333333,35.3061213333333,585.889733333333,777.966733333333,701.9895,79.1665033333333,65.2039933333333,70.5748366666667,10.209074,13.34866,9.41857066666667,2.25360533333333,2.50789133333333,470.864133333333,492.478366666667,416.105786666667,103.419106666667,111.64921,39.6310923333333,39.9403293333333,45.9516353333333,135.912493333333,150.951996666667,138.39552,52.1397906666667,54.750514,71.6956433333333,60.040291,49.4696903333333
"hsa-miR-21-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.221218666666667,0.1,0.1,0.1,0.1,0.1,17.4247566666667,25.518856,0.1,0.1,0.1,0.1,0.1,0.1,2.17614666666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-21-5p",19.8403436666667,18.633054,17.9713256666667,233.791256666667,269.976813333333,275.200383333333,30.7796273333333,30.1825636666667,29.7715273333333,12.3402956666667,16.90926,11.6363856666667,0.1,0.1,428.1029,461.392896666667,405.729466666667,152.603986666667,179.1878,30.4270116666667,25.9524053333333,33.7253423333333,158.686693333333,170.87286,164.517776666667,226.95835,226.95835,269.976813333333,214.749033333333,191.512736666667
"hsa-miR-210",181.446373333333,188.569993333333,185.803406666667,492.478366666667,526.979933333333,518.842,194.30967,191.512736666667,188.569993333333,58.202324,61.0343033333333,58.202324,20.5174816666667,21.117586,338.573176666667,347.810633333333,347.810633333333,233.791256666667,241.850523333333,62.8675466666667,58.202324,65.2039933333333,290.845873333333,285.982703333333,296.67643,518.842,518.842,540.857333333333,540.857333333333,526.979933333333
"hsa-miR-211-3p",50.77319,53.630894,55.6458773333333,118.976836666667,114.467336666667,115.500513333333,111.64921,119.996336666667,117.88516,39.6310923333333,37.2603803333333,39.9403293333333,22.4873196666667,25.3589993333333,90.1816833333333,96.8160533333333,94.24765,150.951996666667,133.136616666667,93.2389133333333,96.8160533333333,84.3257233333333,87.5393233333333,88.5465533333333,92.3814033333333,54.750514,46.461634,49.841282,53.630894,55.6458773333333
"hsa-miR-211-5p",0.1,0.1,0.1,49.4696903333333,58.6235996666667,58.6235996666667,0.1,0.1,0.968343666666667,0.1,0.1,0.1,0.1,0.1,37.2603803333333,25.3589993333333,23.9442406666667,93.2389133333333,107.123873333333,0.1,0.1,0.1,20.3475836666667,21.9120013333333,24.1249606666667,1081.16663333333,1042.40193333333,1159.63,1256.50193333333,1256.50193333333
"hsa-miR-2110",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.603319,1.882497,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2113",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.26611166666667,7.915888,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2114-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2114-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2115-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2115-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2116-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2116-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2117",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-212-3p",0.1,0.1,0.1,12.2639916666667,17.159441,16.7108866666667,6.22585233333333,6.10257533333333,10.45803,0.1,0.1,0.1,0.1,0.1,10.2907046666667,5.61604366666667,6.266514,3.366988,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-212-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-214-3p",0.1,11.6363856666667,12.8196283333333,0.1,0.1,0.1,1.63520766666667,1.98753066666667,1.396047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.824819666666667,3.54304466666667,0.1,5.00300266666667,3.106568,4.36955433333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-214-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-215",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,28.158695,33.7253423333333,38.9536076666667,41.3238996666667,0.1
"hsa-miR-216a-5p",0.1,0.1,0.1,74.8139366666667,78.45132,80.43092,14.2472923333333,13.5073823333333,13.618674,0.1,0.1,0.1,0.1,1.04373466666667,50.365666,52.1397906666667,50.365666,41.3238996666667,44.4678756666667,0.1,2.138275,2.278029,36.9740516666667,37.5741276666667,39.9403293333333,88.5465533333333,77.01939,90.1816833333333,72.3064733333333,74.3850833333333
"hsa-miR-216b",0.1,0.1,0.1,81.17024,82.0109933333333,82.0109933333333,21.9120013333333,19.7171436666667,20.6880836666667,0.1,0.1,0.1,0.1,0.1,35.9770346666667,41.3238996666667,39.3398156666667,285.982703333333,296.67643,23.690623,22.4873196666667,26.3792246666667,206.752196666667,233.791256666667,226.95835,397.158366666667,368.829336666667,405.729466666667,368.829336666667,338.573176666667
"hsa-miR-217",0.1,0.1,0.1,16.3697696666667,12.3402956666667,15.239167,0.171436333333333,0.563946,0.1,0.1,0.1,0.1,0.1,0.1,13.0035846666667,16.5746616666667,15.9789776666667,35.112693,40.3613823333333,0.1,0.1,0.1,30.4270116666667,31.5059486666667,30.7796273333333,80.43092,67.1382133333333,79.67572,64.65779,50.77319
"hsa-miR-218-1-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-218-2-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-218-5p",0.1,0.1,0.1,10.2907046666667,7.63594133333333,12.073438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.10897133333333,0.1,0.1,27.5038483333333,24.8576066666667,32.1092673333333,8.109348,0.1,0.1,59.645553,50.77319,61.6696566666667,51.3011296666667,52.1397906666667
"hsa-miR-219-1-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-219-2-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.06158733333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-219-5p",0.1,0.1,0.1,28.7230623333333,27.5038483333333,27.9585883333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,26.8450346666667,28.3381266666667,24.6872413333333,6.65771066666667,12.6090466666667,7.23191166666667,9.41857066666667,12.5383916666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-22-3p",0.1,0.1,0.1,112.71333,105.875386666667,107.123873333333,10.116807,6.532484,5.61604366666667,0.1,0.1,0.1,0.1,0.1,37.87051,44.4678756666667,40.9878096666667,49.0188543333333,58.6235996666667,0.1,0.1,2.54421766666667,29.501111,31.071918,34.5249283333333,511.201633333333,416.105786666667,492.478366666667,428.1029,437.054603333333
"hsa-miR-22-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-221-3p",0.1,0.1,0.1,10.45803,6.266514,6.22585233333333,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.8196283333333,11.5484366666667,12.073438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,42.0944926666667,30.7796273333333,37.87051,33.8994073333333,39.3398156666667
"hsa-miR-221-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-222-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.04461966666667,2.54421766666667,0.1,0.1,2.02294766666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,36.23203,25.3589993333333,27.7756526666667,29.7715273333333,37.87051
"hsa-miR-222-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-223-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.594600666666667,0.1,1.121432,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.254155,10.9678516666667,0.1,0.1,0.1,0.1,0.1,0.1,29.9682003333333,24.8576066666667,25.9524053333333,22.0984213333333,32.541758
"hsa-miR-223-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-224-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-224-5p",0.1,0.1,0.1,21.2756686666667,20.3475836666667,20.991164,8.84215666666667,8.84215666666667,8.37585666666667,0.1,0.1,0.1,0.1,0.1,45.731513,44.876574,43.5270713333333,50.77319,59.645553,0.1,0.1,0.1,86.2314033333333,92.3814033333333,93.2389133333333,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2276",236.136723333333,241.850523333333,256.390536666667,78.45132,70.5748366666667,75.6424566666667,134.718656666667,133.136616666667,133.136616666667,219.835596666667,226.95835,223.794056666667,250.63573,230.640766666667,77.7113733333333,78.45132,79.67572,62.8675466666667,60.040291,275.200383333333,275.200383333333,262.04081,116.624406666667,117.88516,118.976836666667,49.841282,62.8675466666667,42.0944926666667,48.1199126666667,48.4795646666667
"hsa-miR-2277-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.225261,0.1,1.817442,10.0294193333333,7.19290333333333,7.547863,38.6567496666667,38.3939373333333,0.1,0.1,0.1,0.1,0.1,0.1,2.688859,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2277-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2278",97.7872066666667,90.1816833333333,87.5393233333333,0.1,8.705491,8.064111,19.1306416666667,23.203351,16.0795136666667,115.500513333333,130.55295,116.624406666667,540.857333333333,585.889733333333,10.5286526666667,6.532484,3.54304466666667,11.368488,8.50103033333333,78.45132,75.6424566666667,64.65779,79.1665033333333,70.5748366666667,71.1217266666667,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2355-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2355-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2392",219.835596666667,204.041036666667,226.95835,70.5748366666667,68.5984233333333,73.8439233333333,164.517776666667,164.517776666667,167.229703333333,233.791256666667,233.791256666667,230.640766666667,316.11805,290.845873333333,100.839103333333,88.5465533333333,90.1816833333333,66.27365,65.7808133333333,197.541783333333,214.749033333333,210.778706666667,111.64921,116.624406666667,126.82943,0.1,25.123198,22.6479443333333,27.0180103333333,30.7796273333333
"hsa-miR-23a-3p",0.1,0.1,0.1,103.419106666667,107.123873333333,104.62265,28.3381266666667,25.9524053333333,27.0180103333333,0.1,2.14721533333333,0.1,0.1,0.1,71.6956433333333,69.3023766666667,65.7808133333333,111.64921,117.88516,10.0294193333333,8.00533333333333,13.898425,69.3023766666667,74.3850833333333,73.8439233333333,269.976813333333,256.390536666667,302.083186666667,302.083186666667,280.07927
"hsa-miR-23a-5p",0.1,9.75527133333333,8.63089833333333,7.30605133333333,5.47837866666667,4.705708,20.5174816666667,21.117586,20.3475836666667,10.2907046666667,9.494064,9.75527133333333,21.5612773333333,22.6479443333333,5.91679366666667,11.905282,14.675915,2.86458466666667,4.492097,15.0098863333333,15.1253656666667,17.307879,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-23b-3p",0.1,0.1,0.1,275.200383333333,285.982703333333,280.07927,46.9924543333333,43.8910733333333,44.2307846666667,0.1,0.1,0.1,0.1,0.1,118.976836666667,119.996336666667,115.500513333333,197.541783333333,233.791256666667,11.7224446666667,15.532733,17.9713256666667,93.2389133333333,103.419106666667,101.70781,676.1609,676.1609,651.2356,626.801,602.2713
"hsa-miR-23b-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-23c",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-24-1-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-24-2-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-24-3p",12.4515153333333,21.117586,19.1306416666667,204.041036666667,210.778706666667,206.752196666667,75.6424566666667,76.3103766666667,75.6424566666667,0.1,8.29564166666667,8.50103033333333,0.1,0.1,110.49741,117.88516,114.467336666667,121.529993333333,131.82762,19.9844976666667,18.1096896666667,22.2846833333333,85.31851,89.4922366666667,91.3718966666667,360.34751,324.085443333333,360.34751,347.810633333333,368.829336666667
"hsa-miR-2467-3p",17.532147,15.7214146666667,16.90926,19.9844976666667,18.1096896666667,18.512105,35.112693,36.5467053333333,35.112693,28.158695,27.7756526666667,28.8833876666667,5.16192,6.00979266666667,20.6880836666667,20.1409116666667,21.391951,21.7309853333333,20.3475836666667,37.2603803333333,36.9740516666667,39.9403293333333,10.116807,7.60166133333333,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2467-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-25-3p",540.857333333333,585.889733333333,540.857333333333,1001.9816,1123.8875,1159.63,885.5029,752.437833333333,752.437833333333,269.976813333333,285.982703333333,256.390536666667,2.02294766666667,6.179913,1639.07453333333,1535.36296666667,1421.01723333333,863.832266666667,916.434133333333,307.340936666667,302.083186666667,360.34751,2273.39443333333,2133.22976666667,2133.22976666667,236.136723333333,230.640766666667,280.07927,250.63573,241.850523333333
"hsa-miR-25-5p",0.1,0.1,0.1,7.138168,3.91087433333333,3.571929,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.24553466666667,1.04953933333333,2.77548666666667,4.39797366666667,0.1,1.77763366666667,1.664265,6.910344,7.138168,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2681-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2681-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2682-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-2682-5p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-26a-1-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-26a-2-3p",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hsa-miR-26a-5p",77.7113733333333,79.67572,80.43092,828.4594,796.160133333333,752.437833333333,141.91469,126.82943,130.55295,6.65771066666667,4.705708,6.05418666666667,0.1,0.1,572.833233333333,585.889733333333,572.833233333333,585.889733333333,651.2356,55.6458773333333,51.667158,54.750514,482.067033333333,518.842,492.478366666667,1902.11516666667,1704.1382,1799.1535,1799.1535,1639.07453333333
